Composite.Element.Name	Composite.Element.Database.Entry[hugo]
ADXCRAD_BM558244_at	ZNF281
ADXCRAD_BM558244_s_at	ZNF281
ADXCRAG_BC060827_s_at	EDG3
ADXCRAD_BM726812_s_at	ANKRD46
ADXCRAG_BC060847_s_at	PARD6B
ADXCRAG_BC060856_s_at	GNG2
ADXCRAG_BC060858_s_at	SOCS3
ADXCRAG_BC060863_at	ZNF530
ADXCRAG_BC060863_x_at	ZNF530
ADXCRAG_BC060874_at	NBEAL2
ADXCRAG_BC060874_x_at	NBEAL2
ADXCRAG_BC060883_s_at	
ADXCRAG_BC060889_s_at	C19orf15
ADXCRAG_BC060969_at	
ADXCRAG_BC062342_s_at	RERE
ADXCRAG_BC062348_s_at	C14orf167
ADXCRAG_BC062440_s_at	RBM25
ADXCRAG_BC062564_x_at	DYX1C1
ADXCRAG_BC062567_at	C5orf33
ADXCRAG_BC062567_x_at	C5orf33
ADXCRAG_BC062574_s_at	NPHP1
ADXCRAG_BC062575_at	RHOJ
ADXCRAG_BC062582_at	DCLRE1A
ADXCRAD_BM698798_s_at	DCLRE1A
ADXCRAD_NM_144649_s_at	TMEM71
ADXCRAG_BC062616_s_at	CTRL
ADXCRAG_BC062632_s_at	ARL17P1
ADXCRPD.5769.C1_s_at	SMN1
ADXCRAG_BC062746_s_at	LCN6
ADXCRAG_BC062746_x_at	LCN6
ADXCRAG_BC062761_s_at	TARP
ADXCRAG_BC063041_s_at	WDHD1
ADXCRAG_BC063113_s_at	PABPC5
ADXCRAG_BC063114_at	ASPN
ADXCRAD_AL135736_s_at	ASPN
ADXCRAG_BC063133_at	RELB
ADXCRAG_BC063133_x_at	RELB
ADXCRAG_BC063241_s_at	SFXN1
ADXCRAG_BC063282_s_at	EPHA3
ADXCRAG_BC063287_at	PTPN3
ADXCRAG_BC063287_x_at	PTPN3
ADXCRAG_BC063294_at	NOS3
ADXCRAG_BC063303_s_at	SLC7A1
ADXCRAG_BC063310_x_at	LIMK1
ADXCRAG_BC063313_s_at	DIP2C
ADXCRAG_BC063393_x_at	PRRG4
ADXCRAG_BC063411_s_at	ATP6V1B1
ADXCRAD_AL566058_s_at	PLA2G4C
ADXCRAG_BC063462_s_at	FUT10
ADXCRAG_BC063471_s_at	SLC10A7
ADXCRAG_BC063488_s_at	TMEM175
ADXCRAG_BC063549_s_at	OXER1
ADXCRAG_BC063581_s_at	ASB7
ADXCRAG_BC063583_s_at	NPAL3
ADXCRAD_AI907534_s_at	PASK
ADXCRAG_BC063615_s_at	SEPT11
ADXCRAG_BC063627_s_at	STOX1
ADXCRAG_BC063634_s_at	MAMDC2
ADXCRAG_BC063639_s_at	NOL9
ADXCRAG_BC063646_at	COL9A1
ADXCRAD_BM931684_s_at	COL9A1
ADXCRAG_BC063665_s_at	
ADXCRAG_BC063674_at	ANKRD32
ADXCRAG_BC063674_x_at	ANKRD32
ADXCRAG_BC063675_at	
ADXCRAD_BM704012_s_at	KIF1B
ADXCRAG_BC063713_s_at	ZXDC
ADXCRAG_BC063800_s_at	SEC23IP
ADXCRAG_BC063817_s_at	WDR26
ADXCRAG_BC063820_s_at	ZNF585A
ADXCRAG_BC063839_s_at	SGPP1
ADXCRAD_BQ188964_s_at	TRIM9
ADXCRAD_BM702772_s_at	DZIP3
ADXCRAG_BC063887_s_at	KIAA0999
ADXCRAD_CF127273_s_at	SLC43A3
ADXCRAG_BC064142_s_at	C1orf177
ADXCRAD_BQ028332_s_at	ZNF558
ADXCRAG_BC064359_at	SUHW4
ADXCRAG_BC064359_x_at	SUHW4
ADXCRAG_BC064361_s_at	PLEKHM1
ADXCRAG_BC064398_at	PSMD1
ADXCRAD_AL521032_s_at	PSMD1
ADXCRAG_BC064401_s_at	TJAP1
ADXCRAG_BC064403_s_at	LOC90826
ADXCRAD_BP392078_s_at	RNF187
ADXCRAG_BC064508_s_at	GPR97
ADXCRAD_BQ278711_s_at	LOC255783
ADXCRAG_BC064518_at	CD40
ADXCRAG_BC064523_at	
ADXCRAG_BC064525_at	
ADXCRAG_BC064529_s_at	LOC339535
ADXCRAD_BM708903_s_at	RFXANK
ADXCRAG_BC064550_s_at	SYP
ADXCRAG_BC064577_at	CPNE7
ADXCRAG_BC064592_at	NARG1L
ADXCRAD_BX282564_s_at	NARG1L
ADXCRAG_BC064599_s_at	DKFZp586I1420
ADXCRAG_BC064603_x_at	ZNF542
ADXCRAG_BC064606_s_at	RCCD1
ADXCRAG_BC064697_at	KIAA0247
ADXCRAG_BC064697_s_at	KIAA0247
ADXCRAD_BM692905_s_at	REEP1
ADXCRAD_CK822738_s_at	LRP10
ADXCRAD_BQ069055_s_at	MRPS27
ADXCRAG_BC064919_s_at	C11orf61
ADXCRAD_AA436585_s_at	IQGAP1
ADXCRAD_BM712561_s_at	LLGL2
ADXCRAD_BX405132_s_at	ARHGEF1
ADXCRAG_BC065007_s_at	DDX6
ADXCRAG_BC065036_s_at	MAP4K4
ADXCRAD_BQ218422_s_at	SUOX
ADXCRAG_BC065205_s_at	LGALS8
ADXCRAG_BC065213_s_at	OSBPL11
ADXCRPDRC.8144.C1_s_at	DPP4
ADXCRAG_BC065277_s_at	THEM4
ADXCRAG_BC065284_at	CDH23
ADXCRAG_BC065284_x_at	CDH23
ADXCRAD_BU858741_s_at	BCAP31
ADXCRAG_BC065295_s_at	CCDC25
ADXCRAG_BC065297_s_at	MED25
ADXCRAG_BC065302_s_at	LIN9
ADXCRAG_BC065303_s_at	RAVER2
ADXCRAG_BC065304_at	DEPDC1
ADXCRPD.8824.C1_s_at	DEPDC1
ADXCRAG_BC065364_x_at	UBE2S
ADXCRAG_BC065370_at	C20orf112
ADXCRAG_BC065385_s_at	
ADXCRAG_BC065524_s_at	SLC16A14
ADXCRAG_BC065531_s_at	PPP2R3A
ADXCRAG_BC065544_s_at	C14orf106
ADXCRAG_BC065556_at	LOC729764
ADXCRAG_BC065556_x_at	LOC729764
ADXCRAD_NM_018125_s_at	ARHGEF10L
ADXCRAG_BC065568_s_at	ZNF146
ADXCRAG_BC065572_s_at	ZNF253
ADXCRAG_BC065575_s_at	TRIM6
ADXCRAG_BC065709_s_at	IPMK
ADXCRAD_CR740625_s_at	CLK4
ADXCRAG_BC066124_s_at	ANKRD47
ADXCRAG_BC066352_at	C1orf133
ADXCRAD_CN430783_s_at	SDK2
ADXCRAG_BC066644_s_at	KIAA1949
ADXCRAG_BC066649_s_at	C1orf198
ADXCRAG_BC066773_at	PLXNB1
ADXCRAG_BC066903_x_at	SLC30A6
ADXCRAG_BC066936_s_at	CCDC121
ADXCRAD_CN350318_s_at	HMGA1
ADXCRAG_BC067089_s_at	NUP210
ADXCRAG_BC067114_at	EPS15L1
ADXCRAD_BF685448_at	EPS15L1
ADXCRAD_BF685448_s_at	EPS15L1
ADXCRAG_BC067227_s_at	FAM39DP
ADXCRAG_BC067272_s_at	FXR2
ADXCRAG_BC067289_at	CTSL2
ADXCRAD_CN369096_s_at	CTSL2
ADXCRAG_BC067294_s_at	ZNF711
ADXCRAG_BC067432_s_at	CYP2D6
ADXCRAG_BC067516_s_at	ZNF623
ADXCRAD_BI857166_s_at	C3orf17
ADXCRAG_BC067748_s_at	ZNF524
ADXCRAG_BC067781_s_at	EDG8
ADXCRAG_BC067789_s_at	RPL37A
ADXCRAG_BC067805_at	C1orf80
ADXCRAG_BC067805_x_at	C1orf80
ADXCRAD_BM719233_s_at	CDKN1C
ADXCRAG_BC067846_s_at	SNRPA1
ADXCRAG_BC068463_s_at	RHOT1
ADXCRAD_CA337903_s_at	C14orf147
ADXCRAD_BM564984_s_at	ZNF746
ADXCRAG_BC068514_s_at	NKRF
ADXCRAG_BC068518_s_at	KCTD9
ADXCRAG_BC068534_s_at	ZMYM6
ADXCRAD_BX358653_s_at	PITPNA
ADXCRAG_BC068551_s_at	LYN
ADXCRAG_BC068575_s_at	VASN
ADXCRAG_BC068600_at	MRPL20
ADXCRAD_BX387031_s_at	
ADXCRAG_BC068603_at	C1orf88
ADXCRAG_BC068603_s_at	C1orf88
ADXCRAG_BC068603_x_at	C1orf88
ADXCRAG_BC068976_s_at	PLD1
ADXCRAG_NM_025180_s_at	CEP63
ADXCRAG_BC069026_at	SP5
ADXCRAG_BC069026_x_at	SP5
ADXCRAG_BC069058_s_at	PELP1
ADXCRPD.13789.C1_s_at	TIGD5
ADXCRAD_CR742520_s_at	UBQLN2
ADXCRAD_BP398007_s_at	ZCCHC3
ADXCRAG_BC069242_s_at	HMBOX1
ADXCRAG_BC069253_at	UNC84B
ADXCRAD_CN344853_s_at	UNC84B
ADXCRAG_BC069519_s_at	TM4SF5
ADXCRAD_BM768516_s_at	DEFA5
ADXCRAG_BC069830_at	LETM2
ADXCRAD_NM_007197_s_at	FZD10
ADXCRAD_AA625133_s_at	RIN3
ADXCRPD.10428.C1_s_at	LOC731059
ADXCRAG_BC070080_at	AHR
ADXCRAG_BC070080_x_at	AHR
ADXCRAG_BC070082_s_at	PIK3R2
ADXCRAD_BX117781_s_at	LRRC8E
ADXCRAG_BC070090_s_at	GRPEL2
ADXCRAG_BC070094_x_at	PHLDB3
ADXCRAG_BC070098_s_at	KIAA1161
ADXCRAD_BX389904_s_at	ARL6IP6
ADXCRAD_BP266902_s_at	RBM7
ADXCRAG_BC070262_x_at	RBM7
ADXCRAG_BC071563_s_at	C1orf55
ADXCRAG_BC071577_s_at	GNRHR2
ADXCRAG_BC071579_s_at	MAP4K3
ADXCRAD_CX788307_s_at	DCTN1
ADXCRAG_BC071589_at	ADNP2
ADXCRAD_CD672506_s_at	ADNP2
ADXCRAD_NM_014106_s_at	ZNF770
ADXCRAG_BC071609_at	C1orf96
ADXCRAD_CB049781_s_at	C1orf96
ADXCRAG_BC071611_s_at	KIAA0143
ADXCRAD_BU686914_s_at	SUB1
ADXCRPD.9684.C1_s_at	REXO4
ADXCRAG_BC071697_s_at	C1orf78
ADXCRAG_BC071700_s_at	GSTT2
ADXCRAG_BC071752_at	NEFM
ADXCRAG_BC071752_x_at	NEFM
ADXCRAG_BC071858_s_at	IQCE
ADXCRAG_BC071939_s_at	PSMG3
ADXCRAG_BC071960_s_at	CCDC71
ADXCRAD_BQ927039_s_at	IK
ADXCRAG_BC072004_at	CLCN2
ADXCRAD_NM_004366_s_at	CLCN2
ADXCRAG_BC072389_s_at	GJA4
ADXCRAG_BC072398_x_at	PI4KAP2
ADXCRAG_BC072416_at	THAP8
ADXCRAD_BE926765_s_at	THAP8
ADXCRAD_D28483_s_at	RBMS2
ADXCRAG_BC073136_s_at	MAG1
ADXCRAG_BC073156_x_at	XAF1
ADXCRAG_BC073805_at	ZNF282
ADXCRAG_BC073817_at	
ADXCRAG_BC073827_at	P2RY11
ADXCRAG_BC073827_x_at	P2RY11
ADXCRAG_BC073854_s_at	OSBPL1A
ADXCRAG_BC073866_s_at	PRMT6
ADXCRAG_BC073923_s_at	COQ10A
ADXCRAG_BC073972_s_at	LOC93622
ADXCRAD_BP397419_s_at	CHM
ADXCRAG_BC073989_at	DNAJC19
ADXCRAG_BC074886_s_at	GCNT1
ADXCRAG_BC075800_at	PRKAR2B
ADXCRAD_CN310274_s_at	C6orf106
ADXCRAG_BC075813_at	GALNAC4S-6ST
ADXCRAD_CX753514_s_at	GALNAC4S-6ST
ADXCRAG_BC075813_x_at	GALNAC4S-6ST
ADXCRAG_BC075831_s_at	ORAI1
ADXCRAG_BC075855_at	ST7
ADXCRAG_BK000012_s_at	PANK4
ADXCRAG_BK000056_s_at	MYO15B
ADXCRAG_BK000138_s_at	STRC
ADXCRAG_BK000188_s_at	CPA6
ADXCRAG_BK000438_at	RFWD2
ADXCRAG_BK000466_s_at	MICALL1
ADXCRAD_CD515024_s_at	DYM
ADXCRAG_BK000998_s_at	TEX14
ADXCRAG_BK001164_s_at	KLC1
ADXCRAG_BK001166_s_at	KLC1
ADXCRAG_BK001411_at	MALAT1
ADXCRAG_BK001411_x_at	MALAT1
ADXCRAG_BN000002_at	PSD4
ADXCRAG_BT006679_s_at	GPR89B
ADXCRAG_BT006798_s_at	DMWD
ADXCRAG_BT006830_s_at	FBL
ADXCRAG_BT006849_s_at	PSAP
ADXCRAG_BT006872_at	ENG
ADXCRAG_BT006907_s_at	CD47
ADXCRAG_BT006937_s_at	DTNA
ADXCRAG_BT006944_s_at	SDF2L1
ADXCRAG_BT006959_s_at	KPNA1
ADXCRAG_BT006973_s_at	C7orf23
ADXCRAD_BM792307_s_at	NRP1
ADXCRAG_BT007024_at	NMT2
ADXCRAG_BT007024_s_at	NMT2
ADXCRAG_BT007050_s_at	CHD2
ADXCRAG_BT007086_s_at	TBCE
ADXCRAG_BT007349_s_at	NUP98
ADXCRAG_BT007419_s_at	PAM
ADXCRAG_BT007816_s_at	CLK3
ADXCRAG_BT009748_s_at	LCAT
ADXCRAG_BX322557_at	
ADXCRAG_BX537365_s_at	
ADXCRAG_BX537424_s_at	ZFYVE16
ADXCRAG_BX537494_s_at	HNRNPA2B1
ADXCRAG_BX537520_s_at	GOLGB1
ADXCRAG_BX537522_at	ENTPD1
ADXCRAG_BX537522_x_at	ENTPD1
ADXCRAG_BX537534_at	BTBD9
ADXCRAD_N98799_s_at	BTBD9
ADXCRAD_XM_496576_s_at	FLJ40330
ADXCRAG_BX537565_s_at	SLC46A3
ADXCRAG_BX537572_s_at	TMEM24
ADXCRAD_BX101302_s_at	TNRC6B
ADXCRAG_BX537578_at	WDR44
ADXCRAG_BX537578_x_at	WDR44
ADXCRAG_BX537583_s_at	IGF2BP2
ADXCRAG_BX537585_at	ABCC13
ADXCRAG_BX537595_s_at	LOC221442
ADXCRAG_BX537599_at	ALDH1L2
ADXCRAG_BX537599_x_at	ALDH1L2
ADXCRAD_CD237656_s_at	
ADXCRAG_BX537620_x_at	DNAJC14
ADXCRAG_BX537622_s_at	
ADXCRAG_BX537624_s_at	WIPI2
ADXCRAG_BX537644_at	CEP170L
ADXCRAG_BX537644_x_at	CEP170L
ADXCRAG_BX537667_at	FARP1
ADXCRAG_BX537668_at	TLOC1
ADXCRAG_BX537668_s_at	TLOC1
ADXCRPD.7251.C1_s_at	DKFZp686O24166
ADXCRAG_BX537688_s_at	LOC654433
ADXCRAG_BX537693_s_at	MLSTD1
ADXCRAD_AK025007_s_at	ALS2CR13
ADXCRAG_BX537706_at	LPHN1
ADXCRAG_BX537706_x_at	LPHN1
ADXCRAG_BX537711_x_at	CREB3L3
ADXCRAG_BX537713_at	
ADXCRAG_BX537713_s_at	
ADXCRAG_BX537715_at	
ADXCRAG_BX537715_x_at	BNIP2
ADXCRPD.10426.C1_s_at	
ADXCRAG_BX537728_s_at	KIAA2018
ADXCRAG_BX537731_at	TMEM56
ADXCRAG_BX537736_s_at	
ADXCRAG_BX537746_s_at	ZNF292
ADXCRAG_BX537750_s_at	TNRC6B
ADXCRAG_BX537750_x_at	TNRC6B
ADXCRAG_BX537790_at	MTX3
ADXCRAD_CA453383_s_at	MTX3
ADXCRAG_BX537813_s_at	LOC26010
ADXCRAG_BX537827_x_at	
ADXCRAG_BX537845_at	NCAPG2
ADXCRAG_BX537850_at	NF1
ADXCRAG_BX537850_x_at	NF1
ADXCRAG_BX537860_x_at	SIKE
ADXCRAG_BX537884_s_at	WDR72
ADXCRAG_BX537892_s_at	TSPO
ADXCRAG_BX537894_x_at	PHACTR4
ADXCRAD_CD677444_s_at	
ADXCRAG_BX537918_at	SVEP1
ADXCRAD_CN260471_s_at	ARL17P1
ADXCRAG_BX537948_s_at	SGCD
ADXCRAG_BX537951_at	TOMM40L
ADXCRAG_BX537963_s_at	SLC36A1
ADXCRAG_BX538006_s_at	KIAA1267
ADXCRAG_BX538008_s_at	HEATR5B
ADXCRPD.8938.C1_s_at	HIPK2
ADXCRAG_BX538015_s_at	DKFZP686E2158
ADXCRAG_BX538015_x_at	DKFZP686E2158
ADXCRAD_BX100631_s_at	SLC12A8
ADXCRAG_BX538024_s_at	USP37
ADXCRAG_BX538028_at	
ADXCRAG_BX538028_x_at	
ADXCRAG_BX538029_s_at	FLJ38482
ADXCRAG_BX538051_at	SEC16B
ADXCRAD_BM983366_s_at	
ADXCRAD_DN602138_s_at	MAP2K2
ADXCRAG_BX538110_at	NPAL3
ADXCRAD_CB217549_s_at	NR2F2
ADXCRAG_BX538121_at	KLHL9
ADXCRAD_AL538478_s_at	KLHL9
ADXCRAG_BX538123_x_at	
ADXCRAG_BX538144_at	
ADXCRAG_BX538144_x_at	
ADXCRAG_BX538156_s_at	ADCYAP1R1
ADXCRAG_BX538158_at	STX3
ADXCRAD_BX094446_s_at	STX3
ADXCRAD_CR736274_s_at	C4orf33
ADXCRAD_CK902696_s_at	ITSN1
ADXCRAG_BX538181_at	LOC91316
ADXCRAG_BX538181_x_at	LOC91316
ADXCRAG_BX538220_s_at	TRIM25
ADXCRAD_BX097231_s_at	
ADXCRPDRC.10006.C1_s_at	BTBD7
ADXCRAD_BM128221_s_at	
ADXCRAG_BX538261_at	FBXW4
ADXCRAG_BX538263_s_at	
ADXCRAD_CF129791_s_at	ELL2
ADXCRAG_BX538290_at	
ADXCRAG_BX538290_x_at	
ADXCRAD_CD677372_s_at	SLC7A11
ADXCRAD_BX103053_s_at	
ADXCRAG_BX538300_s_at	
ADXCRAG_BX538303_at	PAICS
ADXCRAG_BX538303_x_at	PAICS
ADXCRAG_BX538311_at	
ADXCRAG_BX538311_x_at	
ADXCRAG_BX538323_at	JOSD1
ADXCRAD_CN307066_s_at	JOSD1
ADXCRAG_BX538326_at	CTSB
ADXCRPDRC.13664.C1_s_at	DSG3
ADXCRAG_BX538333_at	PBX1
ADXCRAG_BX538349_x_at	ACO1
ADXCRAG_BX571744_at	FECH
ADXCRAG_BX571746_s_at	SULF1
ADXCRAG_BX640602_s_at	SUCLA2
ADXCRAD_BX506490_s_at	SERPINB9
ADXCRAG_BX640629_s_at	TBL1XR1
ADXCRAG_BX640630_s_at	SLC30A7
ADXCRAG_BX640636_s_at	FAM82B
ADXCRAG_BX640641_s_at	C6orf107
ADXCRAG_BX640644_at	NIPBL
ADXCRAG_BX640657_s_at	LIN54
ADXCRAG_BX640658_at	ZZZ3
ADXCRAD_H67473_s_at	ZZZ3
ADXCRAG_BX640661_at	
ADXCRAG_BX640661_x_at	
ADXCRAG_BX640666_s_at	ZNF30
ADXCRAG_BX640678_s_at	CCDC90A
ADXCRAG_BX640700_s_at	DKFZp586C0721
ADXCRAG_BX640703_s_at	AIG1
ADXCRAG_BX640735_x_at	
ADXCRAG_BX640737_s_at	ODZ4
ADXCRAG_BX640743_at	
ADXCRAG_BX640756_s_at	SLC35E1
ADXCRAD_AA203620_s_at	RAPGEF2
ADXCRAG_BX640769_x_at	RAPGEF2
ADXCRAG_BX640770_at	TSHZ2
ADXCRAG_BX640779_at	
ADXCRAG_BX640783_x_at	IGF1R
ADXCRAG_BX640784_at	SENP1
ADXCRAG_BX640825_s_at	RAB15
ADXCRAG_BX640826_s_at	CCBE1
ADXCRAD_BG337545_s_at	ABTB2
ADXCRAG_BX640843_at	LOC344887
ADXCRAG_BX640852_s_at	WASL
ADXCRAG_BX640852_x_at	WASL
ADXCRAG_BX640857_s_at	TXNL1
ADXCRAD_BG216680_s_at	KIAA1147
ADXCRAG_BX640886_at	ZBTB41
ADXCRIH.3109.C1_s_at	LOC388796
ADXCRAG_BX640898_at	THUMPD1
ADXCRAG_BX640908_at	EVI1
ADXCRAG_BX640911_s_at	VPS37B
ADXCRAG_BX640923_at	MDM4
ADXCRAG_BX640934_at	LOC89944
ADXCRAG_BX640948_x_at	
ADXCRAG_BX640959_s_at	FLJ14213
ADXCRAG_BX640960_at	PARP11
ADXCRAG_BX640968_s_at	C12orf29
ADXCRPD.5935.C1_s_at	TEP1
ADXCRAG_BX640989_at	
ADXCRAG_BX640989_x_at	
ADXCRAG_BX640998_s_at	C22orf29
ADXCRAG_BX641014_x_at	
ADXCRAG_BX641025_s_at	KIAA0460
ADXCRAG_BX641028_x_at	EFHA1
ADXCRPDRC.3719.C1_at	BSDC1
ADXCRPDRC.3719.C1_s_at	BSDC1
ADXCRAG_BX641069_at	AYTL1
ADXCRAG_BX641069_x_at	AYTL1
ADXCRAD_BM771386_s_at	SHQ1
ADXCRAG_BX641089_s_at	
ADXCRAD_NM_144966_s_at	FREM1
ADXCRAG_BX641110_at	PDE4D
ADXCRAG_BX641110_x_at	PDE4D
ADXCRAG_BX641111_s_at	TNC
ADXCRAG_BX641113_at	
ADXCRAG_BX641114_s_at	ANXA4
ADXCRAG_BX641140_s_at	C12orf30
ADXCRAG_BX641154_at	RPL32P3
ADXCRAD_CN312224_s_at	RPL32P3
ADXCRAD_BM464499_s_at	BMP2K
ADXCRAG_BX647083_at	STX18
ADXCRAG_BX647090_at	SMCR6
ADXCRAG_BX647090_s_at	SMCR6
ADXCRAG_BX647119_s_at	CLCN3
ADXCRAG_BX647131_at	CCBL2
ADXCRAD_CD523376_at	RBMX
ADXCRAD_CD523376_s_at	
ADXCRAD_CN290124_s_at	KATNAL1
ADXCRAG_BX647148_x_at	PLEKHA2
ADXCRAG_BX647164_s_at	YLPM1
ADXCRAG_BX647167_s_at	C19orf15
ADXCRAG_BX647188_s_at	MSL-1
ADXCRAG_BX647199_s_at	TRAK1
ADXCRAD_BG547156_s_at	HINT3
ADXCRAG_BX647241_s_at	ZC3H12B
ADXCRAG_BX647242_at	GUF1
ADXCRAD_CB164087_s_at	NHSL1
ADXCRAG_BX647249_s_at	ZFP28
ADXCRAG_BX647268_at	
ADXCRAG_BX647272_s_at	C22orf30
ADXCRAG_BX647282_at	MSI2
ADXCRAG_BX647312_at	
ADXCRAG_BX647336_s_at	MUTED
ADXCRAD_BG207652_s_at	TDO2
ADXCRAG_BX647354_s_at	SLC13A5
ADXCRAG_BX647355_at	
ADXCRAG_BX647358_at	LOC440348
ADXCRAG_BX647358_x_at	LOC440348
ADXCRAG_BX647375_s_at	LOC51149
ADXCRAG_BX647392_s_at	BUB3
ADXCRAD_BP392214_s_at	IDH3B
ADXCRAD_CN361985_s_at	PSD3
ADXCRAG_BX647438_at	SERF2
ADXCRAG_BX647467_at	UBR2
ADXCRAG_BX647467_s_at	UBR2
ADXCRAG_BX647467_x_at	UBR2
ADXCRAG_BX647470_at	
ADXCRAG_BX647470_x_at	
ADXCRAG_BX647474_s_at	TRIM66
ADXCRAG_BX647485_at	
ADXCRAG_BX647485_x_at	GABPAP
ADXCRAG_BX647492_s_at	C14orf159
ADXCRAG_BX647505_s_at	TNRC15
ADXCRAG_BX647520_s_at	FRS2
ADXCRAG_BX647528_s_at	KIAA0515
ADXCRAG_BX647568_s_at	TAF11
ADXCRAD_NM_024704_s_at	C20orf23
ADXCRAG_BX647575_s_at	CCDC111
ADXCRAG_BX647584_at	ZNF117
ADXCRAG_BX647584_x_at	ZNF117
ADXCRAG_BX647586_s_at	FAM76B
ADXCRAG_BX647598_at	LOC730237
ADXCRAG_BX647607_at	FLJ35776
ADXCRAD_AJ706872_s_at	FLJ35776
ADXCRAG_BX647617_s_at	
ADXCRAG_BX647638_s_at	ZFP3
ADXCRAG_BX647651_at	CCDC75
ADXCRAG_BX647651_x_at	CCDC75
ADXCRAD_BQ188814_s_at	BCAP29
ADXCRAG_BX647660_s_at	PDE4DIP
ADXCRAG_BX647670_x_at	HSP90AB2P
ADXCRAG_BX647680_at	CACNA1A
ADXCRAD_AW020294_s_at	SYTL5
ADXCRAG_BX647709_at	CCDC131
ADXCRAD_BG676919_s_at	CCDC131
ADXCRAD_BX386535_s_at	FKBP8
ADXCRAG_BX647737_at	LMBRD1
ADXCRAD_BM142293_s_at	LMBRD1
ADXCRAG_BX647750_s_at	ZMYM5
ADXCRAG_BX647755_at	
ADXCRAD_BX117934_s_at	GABPAP
ADXCRAD_BP226604_s_at	SCML1
ADXCRAG_BX647763_s_at	EXOC7
ADXCRAG_BX647782_s_at	NUTF2
ADXCRAG_BX647794_s_at	
ADXCRAG_BX647810_s_at	FCF1
ADXCRAG_BX647817_s_at	CCDC80
ADXCRAD_CD106497_s_at	ZFYVE27
ADXCRAG_BX647838_at	ZRANB3
ADXCRAG_BX647838_s_at	ZRANB3
ADXCRAG_BX647847_s_at	VPS36
ADXCRAG_BX647860_at	HCP5P15
ADXCRAG_BX647868_at	PHC3
ADXCRAD_CD678295_s_at	PHC3
ADXCRAG_BX647881_s_at	
ADXCRAG_BX647886_s_at	PCNP
ADXCRAG_BX647898_x_at	
ADXCRAG_BX647953_s_at	LYCAT
ADXCRAD_BP394823_s_at	DPP6
ADXCRAD_BF964769_s_at	C2orf18
ADXCRAG_BX648034_x_at	NDUFB5
ADXCRAG_BX648043_s_at	GON4L
ADXCRAG_BX648048_s_at	JMY
ADXCRAG_BX648081_at	ZNF451
ADXCRPD.9030.C1_s_at	ZNF451
ADXCRAG_BX648084_at	RHOF
ADXCRAD_BX111760_s_at	RHOF
ADXCRAG_BX648085_at	HMGN3
ADXCRAG_BX648087_at	SLC25A46
ADXCRAG_BX648095_s_at	C11orf58
ADXCRAG_BX648100_x_at	TERF1P
ADXCRAG_BX648142_s_at	EXT2
ADXCRAG_BX648144_at	TLN2
ADXCRAG_BX648144_s_at	TLN2
ADXCRAG_BX648152_at	ARID2
ADXCRAG_BX648152_s_at	ARID2
ADXCRAG_BX648152_x_at	ARID2
ADXCRAG_BX648172_s_at	OAZ2
ADXCRAG_BX648185_s_at	EXOD1
ADXCRAG_BX648198_at	SAMD4A
ADXCRAG_BX648200_s_at	
ADXCRAG_BX648206_at	FAM44A
ADXCRAG_BX648232_s_at	CEP192
ADXCRPD.7220.C1_s_at	ZCCHC11
ADXCRAG_BX648249_at	STON2
ADXCRAG_BX648257_x_at	
ADXCRAG_BX648271_s_at	ZC3H11A
ADXCRAG_BX648279_at	MCF2L
ADXCRAG_BX648284_s_at	PELO
ADXCRAG_BX648286_at	
ADXCRAG_BX648288_at	RBM17
ADXCRAD_BX431963_s_at	RBM17
ADXCRAG_BX648297_s_at	LPP
ADXCRPD.3194.C1_s_at	MLLT6
ADXCRAG_BX648323_s_at	TSIX
ADXCRPDRC.13519.C1_s_at	LOC285636
ADXCRAG_BX648355_at	GSTCD
ADXCRAG_BX648355_x_at	GSTCD
ADXCRAD_BX106455_s_at	ZNF789
ADXCRAG_BX648374_at	UFD1L
ADXCRAG_BX648375_at	SLK
ADXCRAG_BX648375_x_at	SLK
ADXCRAG_BX648399_at	POLR2J4
ADXCRAG_BX648399_x_at	POLR2J4
ADXCRAD_BX110542_s_at	FAM109B
ADXCRAG_BX648404_s_at	FLJ20273
ADXCRAD_CB048387_s_at	C8orf41
ADXCRAG_BX648413_at	SEC14L1
ADXCRAG_BX648436_at	PRH2
ADXCRAD_NM_015996_s_at	SIDT2
ADXCRAG_BX648444_at	
ADXCRAD_NM_025228_s_at	TRAF3IP3
ADXCRAG_BX648463_at	EEA1
ADXCRAD_AA479989_s_at	EEA1
ADXCRAG_BX648466_s_at	KLHL24
ADXCRAD_BP396446_s_at	PIGK
ADXCRAG_BX648478_s_at	SPTY2D1
ADXCRAG_BX648486_at	ARMC6
ADXCRAD_CR746450_s_at	ARMC6
ADXCRAG_BX648486_x_at	ARMC6
ADXCRAD_BF969167_s_at	C9orf97
ADXCRAD_BM837726_s_at	SLC38A1
ADXCRAG_BX648499_s_at	FLJ12716
ADXCRAG_BX648506_at	LDOC1L
ADXCRAD_CA776693_s_at	LDOC1L
ADXCRAG_BX648526_s_at	USP43
ADXCRAG_BX648532_at	LOC253039
ADXCRPD.1587.C1_s_at	LOC253039
ADXCRAG_BX648535_s_at	RBM6
ADXCRAG_BX648543_at	ZSWIM6
ADXCRAD_NM_145311_s_at	RPS5L
ADXCRAG_BX648552_s_at	CSNK1A1
ADXCRAG_BX648552_x_at	CSNK1A1
